dataset,subset,map,n_images,nss_mean,nss_sem,auc_judd_mean,auc_judd_sem,sauc_mean,sauc_sem,cc_mean,cc_sem,sim_mean,sim_sem,kl_mean,kl_sem
CAT2000,Jumbled,center_prior,100,1.0471896287781939,0.014405250284072881,0.7955198547278812,0.0038198076590720393,0.4517549162022539,0.0049292615125262635,0.5354252861901352,0.006195676091722699,0.4955925879738843,0.00690648909963718,0.8255934851029246,0.019755736789773742
CAT2000,Jumbled,detail_retention,100,0.8993161976977898,0.0239937663197403,0.752975615460228,0.005291800697106128,0.5442914371672655,0.005497646036352148,0.44630060260773663,0.007946814561024662,0.5449952565496248,0.004153260154922736,0.6938596927874804,0.011857338829642669
CAT2000,Jumbled,full_awmb,100,0.8991879248027458,0.025411157137201858,0.7529756270215928,0.005291800015975836,0.5439515036610111,0.00550030483521792,0.44258084409600895,0.008354900492136573,0.5164356744667135,0.004825886474250487,0.7732615248037277,0.013542114835530191
CAT2000,Jumbled,gradient_only,100,0.6859356267213758,0.027964243288975576,0.707449744188597,0.006535491407599991,0.5643189964346244,0.005095363246139576,0.32986053603284643,0.010146653352863234,0.5020865557089931,0.00425159092667928,1.1121364873024027,0.038681081091476006
CAT2000,Jumbled,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.40051353186882066,0.006659170167305805,1.1645436150316888,0.022890036925413866
CAT2000,LineDrawing,center_prior,100,1.222815901964808,0.014237311010690035,0.8423644165840443,0.0036019121230948187,0.5214537028662944,0.005616688965265399,0.522550938900636,0.006112440436416969,0.4493643706170969,0.005636890612664093,0.9923323576089547,0.019491407154809112
CAT2000,LineDrawing,detail_retention,100,0.8875490320014658,0.02257676851634466,0.7571545838249338,0.004987701163186337,0.5896954604017322,0.0058589949085104,0.3639681888044158,0.006883544802930274,0.4616989079847146,0.0043179410722054955,0.9607576066113446,0.014974837577512102
CAT2000,LineDrawing,full_awmb,100,0.9071166537418555,0.02535671073171023,0.7571545882354956,0.004987699778207736,0.5896690672307058,0.005872088431007727,0.36899171515115997,0.0078044504886457,0.45041372599123775,0.004610558736307754,0.9967659092255858,0.015901698715126658
CAT2000,LineDrawing,gradient_only,100,0.6636291085941981,0.027720609608002315,0.6975006034474173,0.005921811526517625,0.5925913332542454,0.005954184979244832,0.26294134922443024,0.009416476142912347,0.4031089192043013,0.005746038065983175,2.8783978122616407,0.15013921515284614
CAT2000,LineDrawing,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.35344550499787286,0.0049893398523782615,1.38870625256017,0.022335571703044965
CAT2000,LowResolution,center_prior,100,1.380075481950733,0.013235826068529657,0.8822547575185427,0.003110596048642861,0.5981587626847862,0.006050034393122735,0.477421241063555,0.005142464801423984,0.37868260994394304,0.004795532747673832,1.2701689471262458,0.019930443959257194
CAT2000,LowResolution,detail_retention,100,0.9484154029662183,0.019456658696346496,0.7800234131637809,0.0044970468871471285,0.5784233333846708,0.005412896625981688,0.32824012568211836,0.006830202748053937,0.39535819235490427,0.0051065300270605974,1.2086534891393506,0.02153735707204567
CAT2000,LowResolution,full_awmb,100,0.9641441033037482,0.025459968070902998,0.7800234189669072,0.004497046180912931,0.5784487661503052,0.005426207697072491,0.3297456984499749,0.007342228374372044,0.377204892955545,0.004701826103778706,1.2862218788264987,0.019883036102081218
CAT2000,LowResolution,gradient_only,100,0.6350684071333763,0.03197828973809177,0.7046281617656889,0.006560248873790456,0.5572521937810916,0.005891916233013317,0.21503671518180084,0.009410547724158563,0.3568113700763591,0.005072002533112078,1.5460660482769435,0.025574683438820356
CAT2000,LowResolution,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2915810724174013,0.004156576738271003,1.716067964617278,0.022438535530473976
CAT2000,Noisy,center_prior,100,1.2514478241911924,0.014130575791687463,0.8494453589018351,0.0034712585245572137,0.5404098035580897,0.005698450902244506,0.5010761443978579,0.006217002682557379,0.4277996989684372,0.006113388149622424,1.0788891978770827,0.022235182227190273
CAT2000,Noisy,detail_retention,100,0.8516109150802975,0.024646990643988523,0.7835522039899491,0.005428988479542761,0.5707556277910019,0.004202432798557782,0.3341515196130078,0.007971187261344912,0.4318972606476026,0.0050397531834092246,1.0775557423925743,0.019585491200755898
CAT2000,Noisy,full_awmb,100,1.0005513153631973,0.02625125376702244,0.7835521894141331,0.005428987810674942,0.5710864706826602,0.004224911774319276,0.38814134445527726,0.008015070273013679,0.4308842718882142,0.004830177089375248,1.0774059050560252,0.01804412354541137
CAT2000,Noisy,gradient_only,100,0.7570127540560472,0.0322958905524076,0.7111553184612116,0.007994283423961617,0.5682203396547847,0.00440095676441647,0.2866220239527599,0.010592859999833875,0.42375190380468425,0.004950175757365554,1.2286797657455795,0.02251363306552162
CAT2000,Noisy,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.336613725109792,0.005437410274761766,1.4833758648085231,0.025077865696709854
CAT2000,Object,center_prior,100,1.2267806125916674,0.02089187956294595,0.8424884813958503,0.0055841208968710355,0.5306033365508425,0.007810909620964858,0.4635559231334747,0.007547699895239557,0.37840142632112006,0.005951037518241742,1.23936658203026,0.024472368823941305
CAT2000,Object,detail_retention,100,1.1764513320661911,0.03361614432525413,0.8057662406934561,0.0059157485486441485,0.6037913299285518,0.0058456945085917,0.4264179281313167,0.00945378302335156,0.4484248336015328,0.005896573507969327,0.9988097571967778,0.02152714659973274
CAT2000,Object,full_awmb,100,1.190690847282333,0.037676617933337694,0.8057662414987685,0.005915748472223677,0.6036083401225889,0.005889255983959597,0.42338857404101093,0.010126277473440312,0.4128543200742346,0.005365346683891001,1.1187144938305584,0.02047711362127061
